gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
T36_S__k141_10769__full-cat_2_2	T36_S__k141_10769__full-cat_2	K02040	pstS; phosphate transport system substrate-binding protein	Transporters			Phosphate transport system	3	MKEF
T36_S__k141_1110084__full-cat_2_2	T36_S__k141_1110084__full-cat_2							3	MKF
T36_S__k141_1110084__full-cat_2_4	T36_S__k141_1110084__full-cat_2							3	MKF
T36_S__k141_1110084__full-cat_2_6	T36_S__k141_1110084__full-cat_2							3	MKF
T36_S__k141_1140268__full-cat_2_2	T36_S__k141_1140268__full-cat_2							3	MKF
T36_S__k141_1140268__full-cat_2_5	T36_S__k141_1140268__full-cat_2	K02040	pstS; phosphate transport system substrate-binding protein	Transporters			Phosphate transport system	3	MKEF
T36_S__k141_1171117__full-cat_1_10	T36_S__k141_1171117__full-cat_1							1	MKF
T36_S__k141_1284819__full-cat_2_4	T36_S__k141_1284819__full-cat_2							3	MKF
T36_S__k141_1294068__full-cat_2_3	T36_S__k141_1294068__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T36_S__k141_1294068__full-cat_2_3	T36_S__k141_1294068__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
T36_S__k141_1294068__full-cat_2_3	T36_S__k141_1294068__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
T36_S__k141_1294068__full-cat_2_7	T36_S__k141_1294068__full-cat_2	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T36_S__k141_1294068__full-cat_2_7	T36_S__k141_1294068__full-cat_2	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	3	MKF
T36_S__k141_1354235__full-cat_2_11	T36_S__k141_1354235__full-cat_2							3	MKF
T36_S__k141_138307__full-cat_2_4	T36_S__k141_138307__full-cat_2	K00939	adenylate kinase [EC:2.7.4.3] [RN:R00127]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	MKF
T36_S__k141_15792__full-cat_1_6	T36_S__k141_15792__full-cat_1							1	MKF
T36_S__k141_261151__full-cat_2_2	T36_S__k141_261151__full-cat_2							3	MKF
T36_S__k141_271021__full-cat_1_2	T36_S__k141_271021__full-cat_1							2	MKF
T36_S__k141_303300__full-cat_2_10	T36_S__k141_303300__full-cat_2	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
T36_S__k141_358631__full-cat_2_2	T36_S__k141_358631__full-cat_2							3	MKF
T36_S__k141_411226__full-cat_2_7	T36_S__k141_411226__full-cat_2							3	MKF
T36_S__k141_436167__full-cat_1_2	T36_S__k141_436167__full-cat_1							1	MKF
T36_S__k141_436167__full-cat_1_3	T36_S__k141_436167__full-cat_1							1	MKF
T36_S__k141_485885__full-cat_2_2	T36_S__k141_485885__full-cat_2							3	MKF
T36_S__k141_581881__full-cat_2_2	T36_S__k141_581881__full-cat_2							3	MKF
T36_S__k141_610022__full-cat_2_3	T36_S__k141_610022__full-cat_2							3	MKF
T36_S__k141_683972__full-cat_1_8	T36_S__k141_683972__full-cat_1							2	MKF
T36_S__k141_761370__full-cat_2_12	T36_S__k141_761370__full-cat_2							3	MKF
T36_S__k141_761370__full-cat_2_13	T36_S__k141_761370__full-cat_2							3	MKF
T36_S__k141_778252__full-cat_2_7	T36_S__k141_778252__full-cat_2							3	MKF
T36_S__k141_830634__full-cat_2_7	T36_S__k141_830634__full-cat_2							3	MKF
T36_S__k141_830634__full-cat_2_8	T36_S__k141_830634__full-cat_2							3	MKF
T36_S__k141_830634__full-cat_2_12	T36_S__k141_830634__full-cat_2							3	MKF
T36_S__k141_91117__full-cat_2_8	T36_S__k141_91117__full-cat_2							3	MKF
T36_S__k141_91117__full-cat_2_10	T36_S__k141_91117__full-cat_2							3	MKF
T36_S__k141_91117__full-cat_2_12	T36_S__k141_91117__full-cat_2							3	MKF
T36_S__k141_952181__full-cat_2_3	T36_S__k141_952181__full-cat_2							3	MKF
T36_S__k141_952181__full-cat_2_4	T36_S__k141_952181__full-cat_2							3	MKF
T36_S__k141_952181__full-cat_2_6	T36_S__k141_952181__full-cat_2							3	MKF
T36_S__k141_991547__full-cat_2_7	T36_S__k141_991547__full-cat_2							3	MKF
T40_D__k141_1002648__full-cat_2_7	T40_D__k141_1002648__full-cat_2							3	MKF
T40_D__k141_1006152__full-cat_1_5	T40_D__k141_1006152__full-cat_1							2	MKF
T40_D__k141_1006152__full-cat_1_6	T40_D__k141_1006152__full-cat_1							2	MKF
T40_D__k141_1018654__full-cat_2_12	T40_D__k141_1018654__full-cat_2	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T40_D__k141_1018654__full-cat_2_12	T40_D__k141_1018654__full-cat_2	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	3	MKF
T40_D__k141_1037314__full-cat_1_3	T40_D__k141_1037314__full-cat_1							2	MKF
T40_D__k141_1037314__full-cat_1_4	T40_D__k141_1037314__full-cat_1							2	MKF
T40_D__k141_1039065__full-cat_1_4	T40_D__k141_1039065__full-cat_1							2	MKF
T40_D__k141_1072345__full-cat_2_7	T40_D__k141_1072345__full-cat_2							3	MKF
T40_D__k141_1073270__full-cat_1_6	T40_D__k141_1073270__full-cat_1	K00088	IMP dehydrogenase [EC:1.1.1.205] [RN:R01130]	MISC	Information systems	Nucleotide	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	2	MKF
T40_D__k141_1073270__full-cat_1_12	T40_D__k141_1073270__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
T40_D__k141_1080131__full-cat_2_3	T40_D__k141_1080131__full-cat_2							3	MKF
T40_D__k141_1084331__full-cat_2_3	T40_D__k141_1084331__full-cat_2							3	MKF
T40_D__k141_1086912__full-cat_2_3	T40_D__k141_1086912__full-cat_2							3	MKF
T40_D__k141_1086912__full-cat_2_5	T40_D__k141_1086912__full-cat_2							3	MKF
T40_D__k141_1089273__full-cat_2_7	T40_D__k141_1089273__full-cat_2							3	MKF
T40_D__k141_1089273__full-cat_2_9	T40_D__k141_1089273__full-cat_2							3	MKF
T40_D__k141_1089631__full-cat_2_4	T40_D__k141_1089631__full-cat_2							3	MKF
T40_D__k141_1089631__full-cat_2_7	T40_D__k141_1089631__full-cat_2							3	MKF
T40_D__k141_1089631__full-cat_2_8	T40_D__k141_1089631__full-cat_2	K00162	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209]	carbon utilization	pyruvate metabolism		Pyruvate oxidation, pyruvate => acetyl-CoA	3	MKF
T40_D__k141_1091753__full-cat_2_3	T40_D__k141_1091753__full-cat_2	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
T40_D__k141_1096330__full_1-cat_2_9	T40_D__k141_1096330__full_1-cat_2							3	MKF
T40_D__k141_110009__full-cat_2_7	T40_D__k141_110009__full-cat_2							3	MKF
T40_D__k141_1107979__full-cat_2_3	T40_D__k141_1107979__full-cat_2							3	MKF
T40_D__k141_1111206__full-cat_2_4	T40_D__k141_1111206__full-cat_2	K00161	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209]	carbon utilization	pyruvate metabolism		Pyruvate oxidation, pyruvate => acetyl-CoA	3	MKF
T40_D__k141_1111206__full-cat_2_5	T40_D__k141_1111206__full-cat_2							3	MKF
T40_D__k141_1139858__full-cat_2_3	T40_D__k141_1139858__full-cat_2							3	MKF
T40_D__k141_1147040__full-cat_2_7	T40_D__k141_1147040__full-cat_2							3	MKF
T40_D__k141_1193014__full-cat_2_6	T40_D__k141_1193014__full-cat_2							3	MKF
T40_D__k141_1195000__full-cat_1_2	T40_D__k141_1195000__full-cat_1							1	MKF
T40_D__k141_1208064__full-cat_2_4	T40_D__k141_1208064__full-cat_2	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T40_D__k141_1208064__full-cat_2_4	T40_D__k141_1208064__full-cat_2	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	3	MKF
T40_D__k141_127269__full-cat_2_4	T40_D__k141_127269__full-cat_2							3	MKF
T40_D__k141_127269__full-cat_2_7	T40_D__k141_127269__full-cat_2							3	MKF
T40_D__k141_127269__full-cat_2_8	T40_D__k141_127269__full-cat_2							3	MKF
T40_D__k141_127269__full-cat_2_10	T40_D__k141_127269__full-cat_2							3	MKF
T40_D__k141_140039__full-cat_1_2	T40_D__k141_140039__full-cat_1							1	MKF
T40_D__k141_140039__full-cat_1_3	T40_D__k141_140039__full-cat_1							1	MKF
T40_D__k141_141922__full-cat_2_3	T40_D__k141_141922__full-cat_2							3	MKF
T40_D__k141_141922__full-cat_2_9	T40_D__k141_141922__full-cat_2							3	MKF
T40_D__k141_162129__full-cat_2_4	T40_D__k141_162129__full-cat_2	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	MF
T40_D__k141_175368__full-cat_1_8	T40_D__k141_175368__full-cat_1							2	MKF
T40_D__k141_189950__full-cat_2_2	T40_D__k141_189950__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
T40_D__k141_197286__full-cat_1_7	T40_D__k141_197286__full-cat_1							2	MKF
T40_D__k141_197286__full-cat_1_8	T40_D__k141_197286__full-cat_1	K02703	psbA; photosystem II reaction center D1 protein [EC:1.10.3.9]	Energy	Photosynthesis		Photosystem II	2	MKEF
T40_D__k141_230357__full-cat_2_8	T40_D__k141_230357__full-cat_2							3	MKF
T40_D__k141_230357__full-cat_2_9	T40_D__k141_230357__full-cat_2							3	MKF
T40_D__k141_233176__full-cat_2_10	T40_D__k141_233176__full-cat_2							3	MKF
T40_D__k141_257501__full-cat_2_11	T40_D__k141_257501__full-cat_2	K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] [RN:R04463]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	3	MKF
T40_D__k141_262041__full-cat_1_8	T40_D__k141_262041__full-cat_1							2	MKF
T40_D__k141_262930__full-cat_1_5	T40_D__k141_262930__full-cat_1							2	MKF
T40_D__k141_262930__full-cat_1_7	T40_D__k141_262930__full-cat_1							2	MKF
T40_D__k141_262930__full-cat_1_8	T40_D__k141_262930__full-cat_1							2	MKF
T40_D__k141_27112__full-cat_2_2	T40_D__k141_27112__full-cat_2							3	MKF
T40_D__k141_27112__full-cat_2_7	T40_D__k141_27112__full-cat_2							3	MKF
T40_D__k141_284071__full-cat_1_7	T40_D__k141_284071__full-cat_1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MF
T40_D__k141_294942__full-cat_2_6	T40_D__k141_294942__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01641]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	3	MKF
T40_D__k141_294942__full-cat_2_6	T40_D__k141_294942__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01830 R01641]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	3	MKF
T40_D__k141_294942__full-cat_2_6	T40_D__k141_294942__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01067 R01641]	Energy	C1		Reductive pentose phosphate cycle (Calvin cycle)	3	MKF
T40_D__k141_294942__full-cat_2_6	T40_D__k141_294942__full-cat_2	K00615	transketolase [EC:2.2.1.1] [RN:R01067 R01641]	Energy	C1		Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	3	MKF
T40_D__k141_294942__full-cat_2_7	T40_D__k141_294942__full-cat_2							3	MKF
T40_D__k141_303874__full-cat_1_7	T40_D__k141_303874__full-cat_1							1	MKF
T40_D__k141_308206__full-cat_1_10	T40_D__k141_308206__full-cat_1							2	MKF
T40_D__k141_326735__full-cat_2_4	T40_D__k141_326735__full-cat_2	K01809	mannose-6-phosphate isomerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	mannose degradation	Fructose and mannose metabolism	3	MKF
T40_D__k141_326735__full-cat_2_6	T40_D__k141_326735__full-cat_2							3	MKF
T40_D__k141_345007__full-cat_1_4	T40_D__k141_345007__full-cat_1							2	MKF
T40_D__k141_345007__full-cat_1_8	T40_D__k141_345007__full-cat_1							2	MKF
T40_D__k141_345007__full-cat_1_9	T40_D__k141_345007__full-cat_1							2	MKF
T40_D__k141_350283__full-cat_1_5	T40_D__k141_350283__full-cat_1							2	MKF
T40_D__k141_351946__full-cat_2_4	T40_D__k141_351946__full-cat_2							3	MKEF
T40_D__k141_351946__full-cat_2_5	T40_D__k141_351946__full-cat_2	K01756	adenylosuccinate lyase [EC:4.3.2.2] [RN:R04559]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	3	MKF
T40_D__k141_351946__full-cat_2_5	T40_D__k141_351946__full-cat_2	K01756	adenylosuccinate lyase [EC:4.3.2.2] [RN:R01083]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	MKF
T40_D__k141_351946__full-cat_2_7	T40_D__k141_351946__full-cat_2							3	MKF
T40_D__k141_365249__full-cat_2_3	T40_D__k141_365249__full-cat_2	K09882	cobS; cobaltochelatase CobS [EC:6.6.1.2]	MISC	aerobic corrin ring synthesis		Cobalamin biosynthesis, precorrin2 => cobinamide	3	MF
T40_D__k141_378670__full-cat_1_4	T40_D__k141_378670__full-cat_1							2	MKF
T40_D__k141_382002__full-cat_2_5	T40_D__k141_382002__full-cat_2							3	MKEF
T40_D__k141_434733__full-cat_2_6	T40_D__k141_434733__full-cat_2							3	MKF
T40_D__k141_434733__full-cat_2_7	T40_D__k141_434733__full-cat_2							3	MKF
T40_D__k141_45700__full-cat_2_4	T40_D__k141_45700__full-cat_2							3	MKF
T40_D__k141_45700__full-cat_2_9	T40_D__k141_45700__full-cat_2	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
T40_D__k141_468442__full-cat_1_4	T40_D__k141_468442__full-cat_1							2	MKF
T40_D__k141_468442__full-cat_1_7	T40_D__k141_468442__full-cat_1							2	MKF
T40_D__k141_468442__full-cat_1_8	T40_D__k141_468442__full-cat_1							2	MKF
T40_D__k141_468442__full-cat_1_10	T40_D__k141_468442__full-cat_1							2	MKF
T40_D__k141_468751__full-cat_1_6	T40_D__k141_468751__full-cat_1							2	MKF
T40_D__k141_468751__full-cat_1_8	T40_D__k141_468751__full-cat_1							2	MKF
T40_D__k141_468751__full-cat_1_9	T40_D__k141_468751__full-cat_1							2	MKF
T40_D__k141_468751__full-cat_1_12	T40_D__k141_468751__full-cat_1							2	MKF
T40_D__k141_46906__full-cat_2_5	T40_D__k141_46906__full-cat_2	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
T40_D__k141_490534__full-cat_2_11	T40_D__k141_490534__full-cat_2	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
T40_D__k141_49977__full-cat_2_8	T40_D__k141_49977__full-cat_2							3	MKF
T40_D__k141_51599__full-cat_2_5	T40_D__k141_51599__full-cat_2							3	MKF
T40_D__k141_527943__full-cat_2_2	T40_D__k141_527943__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T40_D__k141_527943__full-cat_2_2	T40_D__k141_527943__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
T40_D__k141_527943__full-cat_2_2	T40_D__k141_527943__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
T40_D__k141_527943__full-cat_2_4	T40_D__k141_527943__full-cat_2	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T40_D__k141_527943__full-cat_2_4	T40_D__k141_527943__full-cat_2	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	3	MKF
T40_D__k141_528154__full-cat_2_4	T40_D__k141_528154__full-cat_2							3	MKF
T40_D__k141_528154__full-cat_2_5	T40_D__k141_528154__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
T40_D__k141_529527__full-cat_2_2	T40_D__k141_529527__full-cat_2							3	MKF
T40_D__k141_531805__full-cat_1_9	T40_D__k141_531805__full-cat_1							2	MKF
T40_D__k141_546696__full-cat_2_8	T40_D__k141_546696__full-cat_2							3	MKEF
T40_D__k141_549128__full-cat_2_3	T40_D__k141_549128__full-cat_2							3	MKF
T40_D__k141_549128__full-cat_2_4	T40_D__k141_549128__full-cat_2							3	MKF
T40_D__k141_555568__full-cat_1_7	T40_D__k141_555568__full-cat_1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MF
T40_D__k141_562550__full-cat_2_7	T40_D__k141_562550__full-cat_2							3	MKF
T40_D__k141_563860__full-cat_2_5	T40_D__k141_563860__full-cat_2							3	MKF
T40_D__k141_577033__full-cat_2_2	T40_D__k141_577033__full-cat_2							3	MKF
T40_D__k141_579585__full-cat_2_2	T40_D__k141_579585__full-cat_2	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
T40_D__k141_587918__full-cat_2_5	T40_D__k141_587918__full-cat_2							3	MKF
T40_D__k141_587918__full-cat_2_8	T40_D__k141_587918__full-cat_2							3	MKF
T40_D__k141_61520__full-cat_1_3	T40_D__k141_61520__full-cat_1							1	MKF
T40_D__k141_617435__full-cat_2_4	T40_D__k141_617435__full-cat_2							3	MKF
T40_D__k141_643195__full-cat_2_14	T40_D__k141_643195__full-cat_2							3	MKF
T40_D__k141_654438__full-cat_2_7	T40_D__k141_654438__full-cat_2							3	MKF
T40_D__k141_682571__full-cat_2_7	T40_D__k141_682571__full-cat_2							3	MKF
T40_D__k141_684205__full-cat_1_5	T40_D__k141_684205__full-cat_1							2	MKF
T40_D__k141_684931__full-cat_2_4	T40_D__k141_684931__full-cat_2							3	MKF
T40_D__k141_684931__full-cat_2_7	T40_D__k141_684931__full-cat_2	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
T40_D__k141_714728__full-cat_1_5	T40_D__k141_714728__full-cat_1							2	MKF
T40_D__k141_714728__full-cat_1_6	T40_D__k141_714728__full-cat_1							2	MKF
T40_D__k141_716327__full-cat_2_2	T40_D__k141_716327__full-cat_2							3	MKF
T40_D__k141_743542__full-cat_2_5	T40_D__k141_743542__full-cat_2							3	MKF
T40_D__k141_758406__full-cat_2_5	T40_D__k141_758406__full-cat_2	K01756	adenylosuccinate lyase [EC:4.3.2.2] [RN:R04559]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	3	MKF
T40_D__k141_758406__full-cat_2_5	T40_D__k141_758406__full-cat_2	K01756	adenylosuccinate lyase [EC:4.3.2.2] [RN:R01083]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	MKF
T40_D__k141_758406__full-cat_2_9	T40_D__k141_758406__full-cat_2	K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] [RN:R04463]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	3	MKF
T40_D__k141_769919__full-cat_1_3	T40_D__k141_769919__full-cat_1							2	MKF
T40_D__k141_769919__full-cat_1_4	T40_D__k141_769919__full-cat_1							2	MKF
T40_D__k141_77559__full-cat_2_9	T40_D__k141_77559__full-cat_2							3	MKF
T40_D__k141_77613__full-cat_1_3	T40_D__k141_77613__full-cat_1							2	MKF
T40_D__k141_776197__full-cat_2_3	T40_D__k141_776197__full-cat_2							3	MKF
T40_D__k141_776197__full-cat_2_4	T40_D__k141_776197__full-cat_2							3	MKF
T40_D__k141_78133__full-cat_2_5	T40_D__k141_78133__full-cat_2							3	MKF
T40_D__k141_782759__full-cat_2_7	T40_D__k141_782759__full-cat_2	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
T40_D__k141_7872__full-cat_2_4	T40_D__k141_7872__full-cat_2	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
T40_D__k141_7872__full-cat_2_7	T40_D__k141_7872__full-cat_2	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
T40_D__k141_791482__full-cat_1_5	T40_D__k141_791482__full-cat_1							2	MKEF
T40_D__k141_82072__full-cat_2_4	T40_D__k141_82072__full-cat_2							3	MKF
